file,page_num,Clear,Trash,Noisy,Empty,Non-text,total_word_count,total_char_count,avg_word_count,avg_char_count,avg_garbage_density,avg_lang_score,avg_perplex,avg_symbol,avg_upper,avg_repeated,avg_ldl_fuses,avg_gibberish,avg_word_weird,avg_quality_score,main_lang
CTX195002364,1,7,1,5,8,0,45,240,3.4615,18.4615,0.0074,0.8498,1405.6746,0.0,0.0,0.0,0.0769,0.1538,0.0058,0.7384,ces_Latn
CTX195003808,1,15,3,6,12,6,101,595,4.2083,24.7917,0.024,0.8422,2087.7725,0.125,0.0,0.0,0.0,0.0833,0.0097,0.748,ces_Latn
CTX195006990,1,11,1,9,11,3,79,532,3.7619,25.3333,0.0074,0.8151,1400.0967,0.0952,0.0,0.0,0.0952,0.0476,0.0127,0.7982,ces_Latn
CTX195100667,45,38,16,8,31,19,195,1445,3.1452,23.3065,0.0138,0.8389,6116.2971,0.0,0.0,0.0,0.0,0.0484,0.0,0.7655,ces_Latn
CTX195101731,5,0,0,1,1,2,2,13,2.0,13.0,0.1538,0.8694,2375.97,1.0,0.0,0.0,0.0,0.0,0.2,0.3718,pol_Latn
CTX195105162,9,0,1,1,1,0,13,58,6.5,29.0,0.055,0.8322,4605.25,1.0,0.5,0.0,0.5,0.0,0.0757,0.4892,pol_Latn
CTX195105604,13,11,22,7,74,120,73,483,1.825,12.075,0.0496,0.7597,60119.9582,0.1,0.025,0.0,0.0,0.0,0.0125,0.5985,deu_Latn
CTX195200523,1,8,3,6,12,5,40,262,2.3529,15.4118,0.0533,0.6651,4194.1547,0.0,0.0,0.0,0.0,0.0588,0.0,0.7366,deu_Latn
CTX195201365,5,30,0,2,1,0,314,1915,9.8125,59.8438,0.0068,0.9756,393.5159,0.0938,0.0,0.0,0.0,0.0625,0.0,0.8361,ces_Latn
CTX195202198,1,3,1,0,2,1,17,128,4.25,32.0,0.0316,0.8059,1199.9825,0.0,0.0,0.0,0.0,0.0,0.0,0.7574,deu_Latn
CTX195204623,1,1,1,0,0,0,2,12,1.0,6.0,0.0625,0.765,1420.35,0.0,0.0,0.0,0.0,0.5,0.0,0.5929,eng_Latn
CTX195205333,2,1,1,0,1,0,6,35,3.0,17.5,0.125,0.828,1632.78,0.0,0.0,0.0,0.0,0.0,0.0,0.5536,ces_Latn
CTX195300316,3,11,3,5,12,3,56,405,2.9474,21.3158,0.0651,0.7722,4179.8968,0.1579,0.0526,0.0,0.0,0.1053,0.0333,0.7186,deu_Latn
CTX195300641,5,7,15,19,51,48,64,427,1.561,10.4146,0.0417,0.7794,15197.4912,0.0732,0.0244,0.0,0.0,0.0488,0.0191,0.7003,deu_Latn
CTX195302046,1,35,0,2,1,1,332,2236,8.973,60.4324,0.0113,0.9922,675.3016,0.1081,0.027,0.0,0.0,0.027,0.0017,0.8277,ces_Latn
CTX195304281,1,8,1,6,9,9,24,128,1.6,8.5333,0.0296,0.8687,2080.6267,0.1333,0.0,0.0,0.0,0.0667,0.04,0.7355,ces_Latn
CTX195305278,8,15,3,1,0,1,159,1128,8.3684,59.3684,0.0134,0.8777,772.6153,0.0,0.0,0.0,0.0,0.2632,0.0,0.8489,deu_Latn
CTX195400736,3,18,7,7,9,2,132,742,4.125,23.1875,0.0236,0.8602,7119.4388,0.0938,0.0312,0.0,0.0,0.125,0.0044,0.7259,ces_Latn
CTX195404409,2,13,1,7,14,6,53,279,2.5238,13.2857,0.0136,0.8602,1312.8757,0.0476,0.0,0.0,0.0952,0.0476,0.0071,0.7735,ces_Latn
CTX195501600,1,25,2,3,5,5,310,1744,10.3333,58.1333,0.0281,0.9331,920.0007,0.0667,0.0,0.0,0.0,0.0,0.0029,0.7499,ces_Latn
CTX195503919,6,1,1,3,2,0,7,81,1.4,16.2,0.0875,0.771,1191.618,0.0,0.0,0.0,0.0,0.2,0.0,0.5703,ces_Latn
CTX195601864,4,28,0,4,2,1,272,1827,8.5,57.0938,0.0037,0.9416,532.1072,0.0312,0.0312,0.0,0.0,0.0,0.0003,0.8528,ces_Latn
CTX195605126,35,0,0,1,0,2,2,16,2.0,16.0,0.125,0.9997,889.92,0.0,0.0,0.0,0.0,1.0,0.0,0.8242,ces_Latn
CTX195701743,48,27,10,8,22,27,155,913,3.4444,20.2889,0.0466,0.8232,10386.5224,0.1778,0.0,0.0,0.0,0.0222,0.013,0.6662,ces_Latn
CTX195704401,10,21,14,7,2,2,220,1298,5.2381,30.9048,0.0277,0.7538,1112.0893,0.0714,0.0,0.0,0.0476,0.5714,0.0093,0.7103,ces_Latn
CTX195705685B,13,0,1,2,0,1,7,56,2.3333,18.6667,0.0513,0.7939,1142.9333,0.0,0.3333,0.0,0.0,1.0,0.0,0.7242,slk_Latn
CTX195800791,82,1,0,2,2,2,7,24,2.3333,8.0,0.0,0.514,1121.78,0.0,0.0,0.0,0.0,0.0,0.0,0.5252,por_Latn
CTX195801585,1,9,1,1,4,1,75,483,6.8182,43.9091,0.0159,0.9455,1078.0555,0.0,0.0,0.0,0.0,0.0,0.0,0.7971,ces_Latn
CTX195802353B,25,18,4,14,6,2,204,1418,5.6667,39.3889,0.0119,0.7913,4659.7992,0.0278,0.0556,0.0,0.0,0.1667,0.0029,0.7501,deu_Latn
CTX195803242,2,4,0,2,2,0,25,173,4.1667,28.8333,0.0283,0.9556,1176.635,0.1667,0.0,0.0,0.0,0.0,0.0133,0.7283,ces_Latn
CTX195805462,4,40,0,2,1,0,355,2284,8.4524,54.381,0.009,0.9762,318.1724,0.0476,0.0,0.0,0.0,0.0238,0.0028,0.8057,ces_Latn
CTX195805894,1,17,3,11,17,5,98,653,3.1613,21.0645,0.0343,0.8598,2036.1665,0.0,0.0,0.0,0.0,0.129,0.0,0.7454,ces_Latn
CTX195901119,15,17,6,7,4,10,105,609,3.5,20.3,0.0475,0.7387,916.231,0.2333,0.0,0.0,0.0,0.0,0.0,0.6847,ces_Latn
CTX195901885,32,5,4,2,32,98,14,80,1.2727,7.2727,0.0202,0.911,15769.9082,0.0,0.0,0.0,0.0,0.0,0.0,0.7366,ces_Latn
CTX195902663,19,27,0,8,9,3,274,1755,7.8286,50.1429,0.021,0.9413,514.742,0.0857,0.0,0.0,0.0,0.2571,0.0029,0.7803,ces_Latn
CTX195903276,8,36,0,1,0,0,316,2155,8.5405,58.2432,0.0196,0.9715,575.4924,0.027,0.0,0.0,0.0,0.027,0.001,0.8424,ces_Latn
CTX195904608,99,1,2,0,2,1,8,32,2.6667,10.6667,0.0351,0.9546,21749.6533,0.0,0.0,0.0,0.0,0.0,0.0,0.6066,ces_Latn
CTX195906214,3,21,0,3,0,1,188,1206,7.8333,50.25,0.0021,0.9681,617.9029,0.0,0.0,0.0,0.0,0.0,0.0,0.8288,ces_Latn
CTX195906583,31,32,5,6,11,6,243,1421,5.6512,33.0465,0.0248,0.9298,1501.3949,0.0465,0.0,0.0,0.0233,0.0233,0.011,0.7585,ces_Latn
CTX195906583V,21,6,0,2,5,4,25,132,3.125,16.5,0.0,0.8993,888.3338,0.0,0.0,0.0,0.0,0.0,0.0,0.7686,ces_Latn
CTX196001290,92,24,6,5,32,27,120,740,3.4286,21.1429,0.043,0.8884,3901.1377,0.0286,0.0,0.0,0.0,0.0286,0.0114,0.7035,ces_Latn
CTX196003252,2,3,1,0,0,0,14,96,3.5,24.0,0.0804,0.86,2141.6575,0.0,0.0,0.0,0.0,0.0,0.0,0.742,ces_Latn
CTX196005565,41,0,1,1,3,5,9,58,4.5,29.0,0.1336,0.8338,1796.285,0.0,0.0,0.0,0.0,0.5,0.0,0.6504,ces_Latn
CTX196006153,75,1,0,0,0,1,10,63,10.0,63.0,0.0,0.9991,472.19,0.0,0.0,0.0,0.0,0.0,0.0,0.8194,ces_Latn
CTX196100550A,100,25,0,4,1,7,236,1447,8.1379,49.8966,0.0158,0.9796,762.2259,0.0345,0.0,0.0,0.0,0.0345,0.0017,0.7531,ces_Latn
CTX196104809,3,0,0,1,2,2,2,6,2.0,6.0,0.0,0.3982,80.31,0.0,0.0,0.0,0.0,0.0,0.0,0.6528,dan_Latn
CTX196106884,11,34,0,2,2,2,270,1756,7.5,48.7778,0.0048,0.9654,559.3281,0.0278,0.0,0.0,0.0,0.0278,0.0019,0.8268,ces_Latn
CTX196202774,19,0,1,0,0,1,3,15,3.0,15.0,0.0,0.9945,23719.86,0.0,1.0,0.0,0.0,0.0,0.0,0.5817,pol_Latn
CTX196206406,24,28,1,1,1,1,300,1717,10.0,57.2333,0.0195,0.9838,970.9583,0.0667,0.0,0.0,0.0,0.0,0.001,0.7967,ces_Latn
CTX196207827,2,34,2,5,1,2,250,2279,6.0976,55.5854,0.0311,0.8974,571.0878,0.0244,0.0,0.0,0.0,0.1707,0.0,0.7757,ces_Latn
CTX196303082A,27,19,9,14,17,7,118,667,2.8095,15.881,0.0264,0.7845,5561.3712,0.0,0.0,0.0,0.0,0.0,0.0,0.6699,ces_Latn
CTX196306858,179,16,1,4,8,2,101,588,4.8095,28.0,0.0141,0.864,852.9733,0.0,0.0,0.0,0.0,0.0952,0.0,0.7267,ces_Latn
CTX196403509,1,12,2,7,6,3,112,752,5.3333,35.8095,0.0381,0.8712,2297.4695,0.0476,0.0,0.0,0.0,0.0,0.0048,0.8015,ces_Latn
CTX196406991,35,38,0,2,2,1,400,2464,10.0,61.6,0.0103,0.9809,490.549,0.025,0.225,0.0,0.025,0.0,0.0003,0.8214,ces_Latn
CTX196500805,2,25,0,1,1,4,257,1675,9.8846,64.4231,0.0053,0.9661,479.4219,0.0769,0.0,0.0,0.0,0.0,0.0028,0.8474,ces_Latn
CTX196503540A,8,2,0,3,2,0,14,74,2.8,14.8,0.0,0.6849,546.174,0.0,0.0,0.0,0.0,0.2,0.0,0.6665,ces_Latn
CTX196507901,3,53,0,4,0,0,493,3597,8.6491,63.1053,0.0149,0.9503,675.277,0.0526,0.0,0.0,0.0,0.1404,0.0009,0.863,deu_Latn
CTX196607206C,13,19,0,0,11,8,119,740,6.2632,38.9474,0.0022,0.9929,349.5863,0.0,0.0,0.0,0.0,0.0,0.0,0.8018,ces_Latn
CTX196608780,1,35,4,8,8,4,337,1946,7.1702,41.4043,0.0098,0.9125,1557.8955,0.1489,0.0,0.0,0.0,0.1277,0.0035,0.7861,ces_Latn
CTX196610745,68,18,2,5,10,3,97,570,3.88,22.8,0.0159,0.8533,1912.492,0.12,0.0,0.0,0.0,0.0,0.002,0.7459,ces_Latn
CTX196700664A,20,1,0,0,2,2,3,12,3.0,12.0,0.0,0.6787,1056.29,0.0,0.0,0.0,0.0,0.0,0.0,0.7114,ces_Latn
CTX196703423,16,30,0,0,0,0,269,1682,8.9667,56.0667,0.0058,0.9899,372.904,0.0333,0.0,0.0,0.0,0.0,0.0015,0.8288,ces_Latn
CTX196705420E,49,0,0,0,0,1,0,0,,,,,,,,,,,,,unknown
CTX196706503A,61,3,1,0,2,1,24,169,6.0,42.25,0.0305,0.9913,334.315,0.0,0.25,0.0,0.0,1.0,0.0,0.8319,ces_Latn
CTX196706800,85,1,0,2,1,0,9,38,3.0,12.6667,0.0499,0.6846,1471.4533,0.0,0.0,0.0,0.0,0.3333,0.0,0.5784,ces_Latn
CTX196801290,4,21,2,3,1,3,105,474,4.0385,18.2308,0.0167,0.8198,20308.6004,0.0,0.0,0.0,0.0,0.0,0.0,0.6135,ces_Latn
CTX196803775A,2,0,0,1,0,0,1,5,1.0,5.0,0.0,0.4773,1732.47,0.0,0.0,0.0,0.0,0.0,0.0,0.7757,vie_Latn
CTX196805739,50,28,0,2,2,0,284,1666,9.4667,55.5333,0.0237,0.9569,427.127,0.0,0.0,0.0,0.0,0.1,0.0,0.7886,ces_Latn
CTX196806061,13,27,0,0,1,0,240,1413,8.8889,52.3333,0.0036,0.9726,333.2233,0.0,0.0,0.0,0.0,0.0,0.0,0.7807,ces_Latn
CTX196806085,57,0,0,0,0,1,0,0,,,,,,,,,,,,,unknown
CTX196901057E,14,0,1,0,0,0,1,10,1.0,10.0,0.3,0.3036,956.17,0.0,0.0,0.0,0.0,0.0,0.0,0.7818,ita_Latn
CTX196904440,1,32,7,2,8,1,267,1876,6.5122,45.7561,0.0038,0.9537,7195.2629,0.0488,0.0244,0.0,0.0,0.0244,0.0038,0.8118,ces_Latn
CTX196905555,1,29,3,5,9,4,214,1267,5.7838,34.2432,0.0144,0.9082,1327.2408,0.0,0.0,0.0,0.0,0.0811,0.0,0.7993,ces_Latn
CTX197000357,19,34,1,2,0,0,302,1936,8.1622,52.3243,0.0062,0.9679,501.3427,0.1622,0.0,0.0,0.0,0.0541,0.0094,0.8156,ces_Latn
CTX197001198C,28,3,30,54,121,89,91,514,1.046,5.908,0.0404,0.8203,273448.75,0.0,0.0,0.0,0.0,0.0,0.0,0.7555,ces_Latn
CTX197002322,3,16,0,2,4,0,130,791,7.2222,43.9444,0.0099,0.9674,532.3333,0.0,0.0,0.0,0.0,0.0556,0.0,0.7939,ces_Latn
CTX197003224,3,11,1,1,7,4,70,415,5.3846,31.9231,0.0448,0.8665,1169.6138,0.0769,0.0,0.0,0.0,0.0,0.0044,0.7218,ces_Latn
CTX197005224B,6,2,2,2,5,3,20,127,3.3333,21.1667,0.0226,0.8335,2382.4983,0.1667,0.0,0.0,0.0,0.1667,0.0133,0.711,ces_Latn
CTX197005839B,16,4,3,4,3,1,37,174,3.3636,15.8182,0.0329,0.7392,4605.3091,0.1818,0.3636,0.0,0.0,0.1818,0.0265,0.6867,ces_Latn
CTX197100659A,31,1,0,0,0,0,3,13,3.0,13.0,0.0769,1.0,535.2,0.0,0.0,0.0,0.0,0.0,0.0,0.5788,ces_Latn
CTX197102871,28,1,0,0,0,0,6,22,6.0,22.0,0.0455,0.6258,704.57,0.0,0.0,0.0,0.0,0.0,0.0,0.5862,ces_Latn
CTX197104847G,7,1,0,1,1,0,4,22,2.0,11.0,0.0,0.8422,2131.835,0.0,0.0,0.0,0.0,0.5,0.0,0.6257,deu_Latn
CTX197105661I,22,1,0,0,0,0,1,4,1.0,4.0,0.0,0.9958,74.68,0.0,0.0,0.0,0.0,0.0,0.0,0.826,vie_Latn
CTX197106439A,23,20,0,7,3,1,175,1164,6.4815,43.1111,0.0098,0.8605,661.8119,0.0741,0.0,0.0,0.0,0.0,0.0,0.8013,ces_Latn
CTX197106710A,41,29,0,4,4,70,222,1385,6.7273,41.9697,0.0195,0.9196,310.7233,0.0303,0.0,0.0,0.0,0.0606,0.0,0.796,ces_Latn
CTX197200849,3,26,1,2,1,0,231,1617,7.9655,55.7586,0.0155,0.9427,517.1469,0.0,0.0,0.0,0.0,0.1724,0.0,0.8379,ces_Latn
CTX197202934A,21,0,1,1,2,1,5,27,2.5,13.5,0.0714,0.5816,2957.955,0.5,0.0,0.0,0.0,0.0,0.1,0.4066,eng_Latn
CTX197204430,42,30,0,0,0,0,276,1692,9.2,56.4,0.014,0.9979,476.1237,0.0,0.0,0.0,0.0,0.0,0.0,0.8207,ces_Latn
CTX197206113D,17,39,3,12,21,13,184,1021,3.4074,18.9074,0.0077,0.8418,1805.6185,0.0,0.0,0.0,0.0,0.0,0.0,0.7655,ces_Latn
CTX197207196,2,0,1,0,1,2,3,16,3.0,16.0,0.0,0.8091,7112.89,0.0,0.0,0.0,0.0,0.0,0.0,0.5452,eng_Latn
CTX197207925,92,3,30,2,14,29,45,174,1.2857,4.9714,0.0048,0.8218,32914.418,0.0,0.0286,0.0,0.0,0.0,0.0029,0.6901,deu_Latn
CTX197301283,24,11,5,11,1,0,162,1002,6.0,37.1111,0.052,0.727,929.2715,0.0741,0.0,0.0,0.0,0.4815,0.0071,0.6393,ces_Latn
CTX197302984,9,47,9,6,55,59,235,1376,3.7903,22.1935,0.0331,0.941,3608.5068,0.0161,0.0,0.0,0.0,0.0,0.0,0.7642,ces_Latn
CTX197303851,3,12,29,6,14,124,59,480,1.2553,10.2128,0.0049,0.8641,4436.1619,0.0,0.0,0.0,0.0,0.0,0.0,0.7421,slk_Latn
CTX197305383,2,5,0,2,3,1,29,189,4.1429,27.0,0.0407,0.7807,844.3071,0.0,0.0,0.0,0.0,0.0,0.0,0.7936,deu_Latn
CTX197305802,1,8,2,5,5,3,71,413,4.7333,27.5333,0.0333,0.7112,1250.5967,0.0,0.0667,0.0,0.0,0.0,0.0,0.7046,deu_Latn
CTX197306327,3,6,3,9,8,1,50,399,2.7778,22.1667,0.067,0.6938,1898.8978,0.0556,0.0556,0.0,0.0556,0.1111,0.0132,0.7737,deu_Latn
CTX197306984,17,16,0,7,2,1,172,1107,7.4783,48.1304,0.028,0.9233,659.767,0.0,0.0,0.0,0.0,0.1304,0.0,0.7763,ces_Latn
CTX197307626,2,8,4,8,8,4,55,456,2.75,22.8,0.0414,0.7878,2181.637,0.05,0.0,0.0,0.1,0.25,0.0262,0.7764,deu_Latn
CTX197400106,16,15,0,8,0,3,207,1182,9.0,51.3913,0.0317,0.7691,574.9443,0.0,0.0,0.0,0.0,0.2174,0.0,0.6791,ces_Latn
CTX197400754,9,19,4,9,8,7,155,907,4.8438,28.3438,0.005,0.8497,1856.635,0.0625,0.0,0.0,0.0,0.0312,0.0,0.7576,ces_Latn
CTX197401651,1,7,5,8,11,3,58,350,2.9,17.5,0.0589,0.6956,12653.0855,0.2,0.1,0.0,0.0,0.05,0.0067,0.7135,deu_Latn
CTX197401727,1,2,2,2,3,1,19,109,3.1667,18.1667,0.0733,0.7372,3689.065,0.0,0.0,0.0,0.0,0.0,0.0,0.6842,deu_Latn
CTX197402831,62,8,0,0,2,1,49,340,6.125,42.5,0.0084,0.9718,879.6938,0.125,0.0,0.0,0.0,0.0,0.0062,0.8582,deu_Latn
CTX197403596,9,1,6,2,10,4,21,138,2.3333,15.3333,0.0243,0.6516,3866.2956,0.1111,0.0,0.0,0.0,0.0,0.0444,0.6115,deu_Latn
CTX197406473,71,24,0,12,9,18,156,921,4.3333,25.5833,0.0164,0.8885,1172.6719,0.1389,0.0556,0.0,0.0,0.0,0.0068,0.7464,ces_Latn
CTX197408572,25,0,3,3,3,1,30,129,5.0,21.5,0.0334,0.5779,4330.745,0.0,0.0,0.0,0.0,0.0,0.0,0.5484,ces_Latn
CTX197409063,28,0,0,0,4,5,0,0,,,,,,,,,,,,,unknown
CTX197502827,1,21,4,2,6,1,131,849,4.8519,31.4444,0.0159,0.959,1599.8622,0.1111,0.037,0.0,0.0,0.0741,0.0055,0.7779,ces_Latn
CTX197504140D,54,5,3,1,8,15,23,147,2.5556,16.3333,0.0028,0.9559,23598.3378,0.0,0.0,0.0,0.0,0.1111,0.0,0.803,ces_Latn
CTX197507085,76,16,1,0,4,2,136,819,8.0,48.1765,0.0105,0.9786,772.9147,0.0,0.0588,0.0,0.0,0.0,0.0007,0.776,ces_Latn
CTX197508530,35,26,0,3,1,0,205,1556,7.069,53.6552,0.004,0.9346,487.901,0.0,0.0,0.0,0.0,0.0,0.0,0.8547,ces_Latn
CTX197509472,22,21,0,4,2,1,222,1371,8.88,54.84,0.0156,0.9916,727.4444,0.04,0.0,0.0,0.0,0.16,0.0018,0.7714,ces_Latn
CTX197509472U,22,0,0,0,0,1,0,0,,,,,,,,,,,,,unknown
CTX197600960,4,9,0,4,2,2,113,641,8.6923,49.3077,0.0118,0.8114,482.5192,0.3846,0.0,0.0,0.0,0.1538,0.0157,0.7011,ces_Latn
CTX197601775,2,8,1,3,3,2,45,308,3.75,25.6667,0.0424,0.9692,1418.6317,0.0833,0.0,0.0,0.0,0.0833,0.0056,0.7708,deu_Latn
CTX197603100A,92,24,0,11,0,1,263,1518,7.5143,43.3714,0.0308,0.9687,525.0663,0.1429,0.0,0.0,0.0,0.2857,0.0048,0.7525,ces_Latn
CTX197604224,24,0,1,0,0,0,2,6,2.0,6.0,0.0,0.8106,28105.46,0.0,0.0,0.0,0.0,0.0,0.0,0.506,vie_Latn
CTX197606672,1,16,5,7,13,4,85,539,3.0357,19.25,0.0177,0.8948,5070.7854,0.0357,0.0,0.0,0.0357,0.1429,0.0029,0.7272,ces_Latn
CTX197607438,57,26,0,3,1,1,227,1447,7.8276,49.8966,0.0068,0.9634,617.9034,0.0,0.0345,0.0,0.0345,0.0345,0.0007,0.8028,ces_Latn
CTX197700832,43,5,2,3,6,0,33,161,3.3,16.1,0.0046,0.7753,2192.885,0.0,0.0,0.0,0.0,0.0,0.0,0.682,ces_Latn
CTX197702723,140,0,0,0,0,2,0,0,,,,,,,,,,,,,unknown
CTX197703314,74,24,0,0,1,6,210,1320,8.75,55.0,0.0023,0.9902,360.6908,0.0,0.0,0.0,0.0,0.0417,0.0,0.8189,ces_Latn
CTX197704782A,33,29,0,2,1,2,298,1839,9.6129,59.3226,0.0057,0.9793,538.4719,0.0323,0.0,0.0,0.0,0.0645,0.0011,0.8074,ces_Latn
CTX197706199,26,29,21,15,8,26,209,1295,3.2154,19.9231,0.0358,0.8382,889272.5818,0.0308,0.0,0.0,0.0,0.0154,0.0,0.6415,ces_Latn
CTX197801492,1,22,6,3,10,3,166,1091,5.3548,35.1935,0.0064,0.9451,83292.6694,0.0645,0.0323,0.0,0.0,0.0323,0.0049,0.7998,ces_Latn
CTX197802772,442,9,1,0,3,1,76,496,7.6,49.6,0.0,0.9908,949.401,0.0,0.0,0.0,0.0,0.0,0.0,0.8362,ces_Latn
CTX197804988D,30,2,0,0,0,0,13,76,6.5,38.0,0.0096,0.8431,1058.63,0.0,0.0,0.0,0.0,0.0,0.0,0.6596,ces_Latn
CTX197808459,2,14,0,3,4,2,117,789,6.8824,46.4118,0.009,0.9485,912.9829,0.0,0.0,0.0,0.0,0.2353,0.0,0.7888,ces_Latn
CTX197901495,93,15,1,8,7,5,124,858,5.1667,35.75,0.0315,0.8144,553.0196,0.0,0.0,0.0,0.0,0.2083,0.0,0.6921,ces_Latn
CTX197904551,1,15,4,5,11,3,67,350,2.7917,14.5833,0.0069,0.8742,5118.4975,0.0417,0.0,0.0,0.0,0.0833,0.0,0.7334,ces_Latn
CTX197907372,31,26,3,2,5,6,258,1641,8.3226,52.9355,0.0291,0.9453,1387.1219,0.0,0.0,0.0,0.0323,0.1613,0.0048,0.7533,ces_Latn
CTX197908193,160,0,1,0,1,1,1,11,1.0,11.0,0.4545,0.5162,5195.25,0.0,0.0,0.0,0.0,1.0,0.0,0.1746,gaz_Latn
CTX198001925,23,3,4,2,2,2,23,144,2.5556,16.0,0.0518,0.737,1702.6922,0.2222,0.0,0.0,0.0,0.3333,0.0222,0.597,ces_Latn
CTX198002695A,14,1,0,1,1,0,16,81,8.0,40.5,0.0,0.8026,1975.14,0.0,0.0,0.0,0.0,0.0,0.0,0.6644,ces_Latn
